word,ipa,count,ipa_edited,pos,syns
अपरांह,apraːnɦə,5,apranha,PART,False
अपरिचितों,aprit͡ʃiton,5,aprit͡ʃiton,ADJ,False
अपरोक्ष,aprokʂə,5,aproksa,NOUN,True
अपवादों,apvaːdon,5,apvadon,NOUN,False
अपारशक्ति,apaːrʃəkti,5,aparʃakti,X,False
अपीलें,apiːlen,5,apilen,NOUN,False
अप्रवासी,aprəvaːsiː,5,apravasi,NOUN,True
अफसोसनाक,apʰsosnaːk,5,apsosnak,NOUN,False
अफ़सरों,afsəron,5,afsaron,NOUN,False
अफ्रिका,apʰrikaː,5,aprika,PROPN,False
अबोध,abod̤,5,abod,PROPN,True
अब्दल्ला,abdəllaː,5,abdalla,PROPN,False
अब्दुर्रहमान,abdurrəɦmaːn,5,abdurrahman,X,False
अभिनेत्रियां,ab̤inetrijaːn,5,abinetrijan,NOUN,False
अभिमन्यू,ab̤imnjuː,5,abimnju,PROPN,False
अभिमानी,ab̤imaːniː,5,abimani,PROPN,True
अभिलेखागार,ab̤ilekʰaːɡaːr,5,abilekagar,NOUN,True
अभिव्यक्तियों,ab̤ivjəktijon,5,abivjaktijon,X,False
अभिशप्त,ab̤iʃptə,5,abiʃpta,PROPN,True
अभ्यारण्य,ab̤jaːrɳjə,5,abjarnja,PART,True
अभ्यावेदन,ab̤jaːvedən,5,abjavedan,ADP,False
अमरपाल,amrəpaːl,5,amrapal,PROPN,False
अमरसिंह,amrəsinɦə,5,amrasinha,PROPN,True
अमरेज,amred͡ʒ,5,amreʒ,X,False
अमाइरा,amaːiraː,5,amaira,PROPN,False
अमीराती,amiːraːtiː,5,amirati,NOUN,False
अमेंडमेंट,amenɖmenʈə,5,amendmenta,X,False
अम्पायर्स,ampaːjrsə,5,ampajrsa,NOUN,False
अम्बानी,ambaːniː,5,ambani,PROPN,False
अयाची,ajaːt͡ʃiː,5,ajat͡ʃi,X,True
अयूर,ajuːr,5,ajur,X,False
अयोध्यानाथ,ajod̤jaːnaːtʰ,5,ajodjanat,PROPN,False
अरगोड़ा,arɡoɽaː,5,argoda,X,False
अरुणिता,aruɳitaː,5,arunita,PROPN,False
अरुणोदय,aruɳodəj,5,arunodaj,PROPN,True
अरुमुघस्वामी,arumuɡ̤svaːmiː,5,arumug̤svami,X,False
अर्चित,art͡ʃit,5,art͡ʃit,PROPN,True
अर्जुनमूर्ति,ard͡ʒunmuːrti,5,arʒunmurti,PROPN,False
अर्जेंटीनाई,ard͡ʒenʈiːnaːiː,5,arʒentinai,PROPN,False
अर्थपूर्ण,artʰəpuːrɳə,5,artapurna,ADJ,True
अर्धचंद्राकार,ard̤ət͡ʃəndraːkaːr,5,ardat͡ʃandrakar,NOUN,False
अर्नस्ट,arnəsʈə,5,arnasta,X,False
अर्नोल्ड,arnolɖə,5,arnolda,X,False
अर्पणम,arpəɳəm,5,arpanam,PROPN,False
अर्लेकर,arlekər,5,arlekar,NOUN,False
अलकोर,alkor,5,alkor,PROPN,False
अलबर्ट,albərʈə,5,albarta,PROPN,False
अलबुसैदी,albusæːdiː,5,albusaedi,PROPN,False
अला,alaː,5,ala,NOUN,False
अलांग,alaːŋɡə,5,alanga,PROPN,True
अलाना,alaːnaː,5,alana,PROPN,False
अलापुर,alaːpur,5,alapur,PROPN,False
अलीनेजाद,aliːned͡ʒaːd,5,alineʒad,PROPN,False
अलीशाह,aliːʃaːɦ,5,aliʃah,PROPN,False
अलीसा,aliːsaː,5,alisa,PROPN,False
अलेमाओ,alemaːo,5,alemao,X,False
अल्ट्रासोनिक,alʈraːsonik,5,altrasonik,NOUN,False
अल्मोड़ा,almoɽaː,5,almoda,PROPN,True
अवतरित,avtərit,5,avtarit,VERB,True
अवधी,avd̤iː,5,avdi,NOUN,True
अवास्तविक,avaːstəvik,5,avastavik,ADJ,True
अवेक,avek,5,avek,X,False
अवेन्द्र,avendrə,5,avendra,PROPN,False
अवोकाडो,avokaːɖo,5,avokado,X,False
अव्यावहारिक,avjaːvɦaːrik,5,avjavharik,X,True
अशान्ति,aʃaːnti,5,aʃanti,NOUN,True
अशिक्षित,aʃikʂit,5,aʃiksit,ADJ,True
अशिष्ट,aʃiʂʈə,5,aʃista,ADJ,True
अश्वथ,aʃvətʰ,5,aʃvat,NOUN,False
असंतुष्टि,asəntuʂʈi,5,asantusti,NOUN,True
असंतोषजनक,asəntoʂd͡ʒənək,5,asantosʒanak,NOUN,True
असक्षम,askʂəm,5,asksam,X,False
असनावर,asnaːvər,5,asnavar,NOUN,False
असन्तोष,asntoʂ,5,asntos,NOUN,True
असाल्ट,asaːlʈə,5,asalta,X,False
असुद्दीन,asuddiːn,5,asuddin,PROPN,False
असेट,aseʈ,5,aset,X,False
अस्तपाल,astəpaːl,5,astapal,PROPN,False
अस्ताचलगामी,astaːt͡ʃləɡaːmiː,5,astat͡ʃlagami,X,False
अस्वीकृत,asviːkr̩t,5,asvikrt,X,True
अहाते,aɦaːte,5,ahate,VERB,False
अहोम,aɦom,5,ahom,ADV,False
अख़बार,axbaːr,5,akbar,X,False
अज़ान,azaːn,5,asan,NOUN,False
अड़,aɽ,5,ad,X,False
अड़ी,aɽiː,5,adi,NOUN,False
आँकड़ा,ãːkəɽaː,5,aːkada,PART,True
आँकड़ा,ãːkəɽaː,5,aːkada,PART,False
आँगनबाड़ियों,ãːɡənbaːɽijon,5,aːganbadijon,PART,False
आँगनबाड़ी,ãːɡənbaːɽiː,5,aːganbadi,PART,False
आँधी,ãːd̤iː,5,aːdi,NOUN,True
आंक,aːŋkə,5,anka,X,False
आंकडे,aːŋkɖe,5,ankde,X,False
आंकते,aːŋkte,5,ankte,VERB,False
आंतकवाद,aːntkəvaːd,5,antkavad,X,False
आंतकवादियों,aːntkəvaːdijon,5,antkavadijon,X,False
आंतें,aːnten,5,anten,NOUN,False
आंदोलित,aːndolit,5,andolit,PART,True
आंसरशीट,aːnsrəʃiːʈ,5,ansraʃit,X,False
आइआइटी,aːiaːiʈiː,5,aiaiti,X,False
आइएनएस,aːienəes,5,aienaes,X,False
आइएमडी,aːiemɖiː,5,aiemdi,X,False
आइटमों,aːiʈmon,5,aitmon,X,False
आइटीबीपी,aːiʈiːbiːpiː,5,aitibipi,X,False
आइडियोलॉजी,aːiɖijolɔd͡ʒiː,5,aidijoloʒi,X,False
आइफा,aːipʰaː,5,aipa,X,False
आइवरी,aːivriː,5,aivri,X,False
आइसबर्ग,aːisbərɡə,5,aisbarga,X,False
आईएईए,aːiːeiːe,5,aieie,X,True
आईएम,aːiːem,5,aiem,X,False
आईएमएफएल,aːiːeməepʰəel,5,aiemaepael,X,False
आईएमटी,aːiːemʈiː,5,aiemti,X,False
आईएसएल,aːiːesəel,5,aiesael,X,False
आईएसएसएफ,aːiːesəesəepʰ,5,aiesaesaep,X,False
आईटीपीओ,aːiːʈiːpiːo,5,aitipio,X,False
आईडीआरसी,aːiːɖiːaːrsiː,5,aidiarsi,X,False
आईनॉक्स,aːiːnɔksə,5,ainoksa,X,False
आईपैक,aːiːpæːk,5,aipaek,X,False
आईब्रो,aːiːbro,5,aibro,NOUN,False
आईवीआरआई,aːiːviːaːrəaiː,5,aiviaraai,X,False
आईसीएआई,aːiːsiːeaːiː,5,aisieai,X,False
आईसीटी,aːiːsiːʈiː,5,aisiti,X,False
आओगे,aːoɡe,5,aoge,VERB,False
आकंड़ा,aːkənɽaː,5,akanda,PART,False
आकंड़ों,aːkənɽon,5,akandon,PART,False
आकाशलीना,aːkaːʃliːnaː,5,akaʃlina,X,False
आखें,aːkʰen,5,aken,X,False
आचरेकर,aːt͡ʃrekər,5,at͡ʃrekar,PROPN,False
आच्छादित,aːt͡ʃt͡ʃʰaːdit,5,at͡ʃt͡ʃadit,ADP,True
आजमीन,aːd͡ʒmiːn,5,aʒmin,PROPN,False
आडंबर,aːɖəmbər,5,adambar,PROPN,True
आत्मनिर्णय,aːtmənirɳəj,5,atmanirnaj,NOUN,False
आदर्शवाद,aːdrʃəvaːd,5,adrʃavad,NOUN,True
आदिक,aːdik,5,adik,PROPN,False
आदिया,aːdijaː,5,adija,PROPN,False
आदेल,aːdel,5,adel,X,False
आनंदपुरी,aːnəndpuriː,5,anandpuri,PROPN,False
आनंदप्रद,aːnəndprəd,5,anandprad,ADJ,True
आनंदविहार,aːnəndviɦaːr,5,anandvihar,NOUN,False
आन्ध्र,aːnd̤rə,5,andra,NOUN,True
आपनी,aːpniː,5,apni,PART,False
आफ़ताब,aːftaːb,5,aftab,NOUN,True
आफाक,aːpʰaːk,5,apak,X,False
आबरू,aːbruː,5,abru,NOUN,True
आबेनॉमिक्स,aːbenɔmiksə,5,abenomiksa,X,False
आमरण,aːmrəɳ,5,amran,NOUN,True
आमला,aːmlaː,5,amla,NOUN,True
आमलोगों,aːmloɡon,5,amlogon,X,False
आमों,aːmon,5,amon,NOUN,False
आम्बेडकर,aːmbeɖkər,5,ambedkar,PROPN,True
आयताकार,aːjtaːkaːr,5,ajtakar,X,True
आयें,aːjen,5,ajen,VERB,False
आरएंडडी,aːrəenɖɖiː,5,araenddi,X,False
आरएफआईडी,aːrəepʰəaiːɖiː,5,araepaaidi,X,False
आरक्षकों,aːrkʂəkon,5,arksakon,NOUN,False
आरपीसी,aːrpiːsiː,5,arpisi,X,False
आरसीएमपी,aːrsiːempiː,5,arsiempi,X,False
आरोपियो,aːropijo,5,aropijo,NOUN,False
आर्किटेक,aːrkiʈek,5,arkitek,X,False
आर्डेन,aːrɖen,5,arden,X,False
आर्थिकी,aːrtʰikiː,5,artiki,NOUN,False
आर्युवेद,aːrjuved,5,arjuved,PROPN,False
आलापुर,aːlaːpur,5,alapur,PROPN,False
आलो,aːlo,5,alo,X,False
आव,aːv,5,av,PART,False
आवारगी,aːvaːrɡiː,5,avargi,NOUN,True
आवृत्ति,aːvr̩tti,5,avrtti,NOUN,True
आवेशित,aːveʃit,5,aveʃit,NOUN,True
आशिष,aːʃiʂ,5,aʃis,PROPN,True
आशी,aːʃiː,5,aʃi,PROPN,True
आश्लेषा,aːʃleʂaː,5,aʃlesa,NOUN,True
आश्वासनों,aːʃvaːsnon,5,aʃvasnon,NOUN,False
आसरा,aːsraː,5,asra,PROPN,True
आसींद,aːsiːndə,5,asinda,PROPN,False
आहाके,aːɦaːke,5,ahake,X,False
आहे,aːɦe,5,ahe,X,False
आज़मगढ़,aːzməɡəɽ̥ə,5,asmagad̥a,PROPN,False
इंजीनिरिंग,iɲd͡ʒiːniriŋɡə,5,inʒiniringa,NOUN,False
इंटनेट,inʈneʈ,5,intnet,X,False
इंटरप्रेन्योर,inʈrəprenjor,5,intraprenjor,X,False
इंटरमीडिएटरी,inʈrəmiːɖieʈriː,5,intramidietri,X,False
इंटीग्रल,inʈiːɡrəl,5,intigral,X,False
इंटीग्रेटिव,inʈiːɡreʈiv,5,intigretiv,NOUN,False
इंट्रेस्टेड,inʈresʈeɖ,5,intrested,NOUN,False
इंडिविजुअल्स,inɖivid͡ʒualsə,5,indiviʒualsa,NOUN,False
इंडीकेटर,inɖiːkeʈər,5,indiketar,X,False
इंताजर,intaːd͡ʒər,5,intaʒar,NOUN,False
इंदुप्रकाश,induprəkaːʃ,5,induprakaʃ,PROPN,False
इंफ्राटेल,impʰraːʈel,5,impratel,X,False
इंवेस्टीगेशन,invesʈiːɡeʃən,5,investigeʃan,X,False
इंशा,inʃaː,5,inʃa,PROPN,False
इंशाल्लाह,inʃaːllaːɦ,5,inʃallah,PROPN,False
इंसाइड,insaːiɖ,5,insaid,NOUN,False
इंसाफ़,insaːf,5,insaf,PROPN,True
इंसोमनिया,insomnijaː,5,insomnija,NOUN,False
इंस्टाल,insʈaːl,5,instal,X,False
इंस्टॉल्ड,insʈɔlɖə,5,instolda,X,False
इंस्ट्रमेंट,insʈrəmenʈə,5,instramenta,NOUN,False
इकॉनामी,ikɔnaːmiː,5,ikonami,X,False
इकॉनोमिक्स,ikɔnomiksə,5,ikonomiksa,X,False
इकोलॉजिस्ट,ikolɔd͡ʒisʈə,5,ikoloʒista,NOUN,False
इक्कीस,ikkiːs,5,ikkis,X,True
इक्के,ikke,5,ikke,PART,False
इक्युपमेंट,ikjupmenʈə,5,ikjupmenta,NOUN,False
इक्रा,ikraː,5,ikra,X,False
इक्वेलिटी,ikveliʈiː,5,ikveliti,NOUN,False
इक्वैलिटी,ikvæːliʈiː,5,ikvaeliti,X,False
इगतपुरी,iɡtəpuriː,5,igtapuri,PROPN,False
इगुआना,iɡuaːnaː,5,iguana,PROPN,False
इग्लेसियस,iɡlesijəs,5,iglesijas,NOUN,False
इज़राइली,izraːiliː,5,israili,PROPN,True
इज़रायल,izraːjəl,5,israjal,PROPN,False
इज़्ज़त,izzət,5,issat,PART,True
इज्ज़त,id͡ʒzət,5,iʒsat,NOUN,False
इटावन,iʈaːvən,5,itavan,NOUN,False
इडियट,iɖijəʈ,5,idijat,NOUN,False
इनडायरेक्टली,inɖaːjrekʈəliː,5,indajrektali,X,False
इनफार्मेशन,inpʰaːrmeʃən,5,inparmeʃan,X,False
इनफैक्ट,inpʰæːkʈə,5,inpaekta,X,False
इनफॉर्म,inpʰɔrmə,5,inporma,X,False
इनले,inle,5,inle,NOUN,False
इनलोगों,inloɡon,5,inlogon,X,False
इनसेंटिव,insenʈiv,5,insentiv,X,True
इनिशियल,iniʃijəl,5,iniʃijal,NOUN,False
इनोसेंट,inosenʈə,5,inosenta,NOUN,False
इन्तजार,intəd͡ʒaːr,5,intaʒar,NOUN,True
इन्फ्रारेड,inpʰraːreɖ,5,inprared,X,True
इन्फ्लेटेबल,inpʰleʈebəl,5,inpletebal,X,False
इन्फ्लेशन,inpʰleʃən,5,inpleʃan,NOUN,True
इन्वेंट्री,invenʈriː,5,inventri,NOUN,False
इन्वेस्टमेंट्स,invesʈəmenʈsə,5,investamentsa,NOUN,False
इन्वॉल्वमेंट,invɔlvəmenʈə,5,involvamenta,NOUN,False
इन्सान,insaːn,5,insan,NOUN,True
इफैक्टिव,ipʰæːkʈiv,5,ipaektiv,NOUN,False
इब्राहिमपुर,ibraːɦimpur,5,ibrahimpur,PROPN,False
इमेल,imel,5,imel,X,False
इम्प्रूव्ड,impruːvɖə,5,impruvda,X,False
इम्प्रेशन,impreʃən,5,impreʃan,NOUN,False
इम्बैलेंस,imbæːlensə,5,imbaelensa,NOUN,False
इम्यूनाइजेशन,imjuːnaːid͡ʒeʃən,5,imjunaiʒeʃan,NOUN,False
इम्यूनोथेरैपी,imjuːnotʰeræːpiː,5,imjunoteraepi,NOUN,False
इम्यूनोलॉजिस्ट,imjuːnolɔd͡ʒisʈə,5,imjunoloʒista,NOUN,False
इम्यूनोलॉजी,imjuːnolɔd͡ʒiː,5,imjunoloʒi,NOUN,False
इयर्स,ijrsə,5,ijrsa,NOUN,False
इरम,irəm,5,iram,PROPN,False
इरमा,irmaː,5,irma,PROPN,False
इरान,iraːn,5,iran,PROPN,False
इरास्मस,iraːsməs,5,irasmas,NOUN,False
इरेजर,ired͡ʒər,5,ireʒar,NOUN,False
इरॉटिक,irɔʈik,5,irotik,NOUN,False
इल,il,5,il,X,True
इलाजरत,ilaːd͡ʒrət,5,ilaʒrat,NOUN,False
इलाहाबादी,ilaːɦaːbaːdiː,5,ilahabadi,PROPN,False
इलेक्ट्रिफाइंग,ilekʈripʰaːiŋɡə,5,ilektripainga,NOUN,False
इलेक्ट्रॉनिकली,ilekʈrɔnikliː,5,ilektronikli,NOUN,False
इलेक्ट्रोनिक्स,ilekʈroniksə,5,ilektroniksa,NOUN,False
इल्म,ilmə,5,ilma,X,True
इल्यास,iljaːs,5,iljas,NOUN,False
इवांका,ivaːŋkaː,5,ivanka,PROPN,False
इवेन्ट,ivenʈə,5,iventa,NOUN,False
इश,iʃ,5,iʃ,X,False
इशूज,iʃuːd͡ʒ,5,iʃuʒ,PROPN,False
इश्कबाज,iʃkəbaːd͡ʒ,5,iʃkabaʒ,NOUN,True
इश्तेहार,iʃteɦaːr,5,iʃtehar,NOUN,False
इसाक,isaːk,5,isak,NOUN,False
इसियाह,isijaːɦ,5,isijah,PART,False
इस्टर्न,isʈərnə,5,istarna,NOUN,False
इस्तीफ,istiːpʰ,5,istip,PROPN,False
ईएमएम,iːeməem,5,iemaem,X,False
ईएसआईसी,iːesəaiːsiː,5,iesaaisi,X,False
ईएसएम,iːesəem,5,iesaem,X,False
ईओ,iːo,5,io,X,False
ईओडब्लू,iːoɖbluː,5,iodblu,X,False
ईटन,iːʈən,5,itan,X,False
ईटीआई,iːʈiːaːiː,5,itiai,X,False
ईटीपीबी,iːʈiːpiːbiː,5,itipibi,X,False
ईडीएमसी,iːɖiːemsiː,5,idiemsi,X,False
ईपीएल,iːpiːel,5,ipiel,PROPN,False
ईबीडी,iːbiːɖiː,5,ibidi,X,False
ईरानियन,iːraːnijən,5,iranijan,PROPN,True
ईष्ट,iːʂʈə,5,ista,ADJ,False
ईसाइयत,iːsaːijət,5,isaijat,NOUN,False
ईसीएलजीएस,iːsiːeld͡ʒiːes,5,isielʒies,X,False
ईस्टन,iːsʈən,5,istan,PROPN,False
उ,u,5,u,X,True
उंचा,uɲt͡ʃaː,5,unt͡ʃa,NOUN,False
उंची,uɲt͡ʃiː,5,unt͡ʃi,NOUN,False
उईके,uiːke,5,uike,X,False
उकसाते,uksaːte,5,uksate,NOUN,False
उखड़े,ukʰɽe,5,ukde,PART,False
उगलना,uɡlənaː,5,uglana,NOUN,True
उगलवाने,uɡləvaːne,5,uglavane,VERB,False
उगोके,uɡoke,5,ugoke,X,False
उग्रतारा,uɡrətaːraː,5,ugratara,NOUN,False
उच्चस्तर,ut͡ʃt͡ʃəstər,5,ut͡ʃt͡ʃastar,NOUN,False
उछले,ut͡ʃʰle,5,ut͡ʃle,NOUN,False
उजबेकिस्तान,ud͡ʒbekistaːn,5,uʒbekistan,X,True
उज्मा,ud͡ʒmaː,5,uʒma,PROPN,False
उठाइए,uʈʰaːie,5,utaie,VERB,False
उठाएंगी,uʈʰaːeŋɡiː,5,utaengi,VERB,False
उड़ना,uɽnaː,5,udna,ADP,True
उड़ाएंगे,uɽaːeŋɡe,5,udaenge,VERB,False
उडुप्पी,uɖuppiː,5,uduppi,NOUN,False
उतराखंड,utraːkʰənɖə,5,utrakanda,PART,False
उतरौला,utrɔːlaː,5,utrola,NOUN,False
उतारो,utaːro,5,utaro,VERB,False
उत्तराकाशी,uttəraːkaːʃiː,5,uttarakaʃi,PROPN,False
उदयराज,udjəraːd͡ʒ,5,udjaraʒ,PROPN,False
उदयवाला,udjəvaːlaː,5,udjavala,PROPN,False
उदवाड़ा,udvaːɽaː,5,udvada,PROPN,False
उदाकिशुनगंज,udaːkiʃunɡəɲd͡ʒə,5,udakiʃunganʒa,X,False
उदात्त,udaːttə,5,udatta,X,True
उदिता,uditaː,5,udita,PROPN,False
उद्दीन,uddiːn,5,uddin,PROPN,False
उद्देश,uddeʃ,5,uddeʃ,NOUN,False
उद्धत,udd̤ət,5,uddat,NOUN,True
उद्धरण,udd̤ərəɳ,5,uddaran,PART,True
उनाकोटी,unaːkoʈiː,5,unakoti,X,True
उन्मादी,unmaːdiː,5,unmadi,NOUN,False
उन्मुख,unmukʰ,5,unmuk,PROPN,True
उन्हेंने,unɦenne,5,unhenne,NOUN,False
उपनिदेशक,upnideʃək,5,upnideʃak,NOUN,True
उपबल्ध,upbəld̤ə,5,upbalda,PART,False
उपमुख्यमंत्रियों,upmukʰjəməntrijon,5,upmukjamantrijon,NOUN,False
उपरूप,upruːp,5,uprup,X,False
उपरूपों,upruːpon,5,uprupon,NOUN,False
उपलक्ष,upləkʂə,5,uplaksa,NOUN,True
उपलबध,upləbəd̤,5,uplabad,X,False
उपेंद्रनाथ,upendrənaːtʰ,5,upendranat,PROPN,False
उफनाई,upʰnaːiː,5,upnai,NOUN,False
उबरा,ubraː,5,ubra,DET,False
उबरी,ubriː,5,ubri,NOUN,False
उबली,ubliː,5,ubli,NOUN,False
उभरेगा,ub̤reɡaː,5,ubrega,VERB,False
उमड़ने,umɽəne,5,umdane,VERB,False
उमिदा,umidaː,5,umida,PROPN,False
उरूमकी,uruːmkiː,5,urumki,X,False
उर्वर,urvər,5,urvar,NOUN,True
उलटने,ulʈəne,5,ultane,PART,False
उवाल्डे,uvaːlɖe,5,uvalde,X,False
ऊ,uː,5,u,PART,True
ऊटपटांग,uːʈpəʈaːŋɡə,5,utpatanga,X,True
ऋ,r̩,5,r,X,True
ऋणों,r̩ɳon,5,rnon,NOUN,False
ऋत्विज,r̩tvid͡ʒ,5,rtviʒ,NOUN,True
एंजरी,eɲd͡ʒriː,5,enʒri,PROPN,False
एंजायटी,eɲd͡ʒaːjʈiː,5,enʒajti,NOUN,False
एंजेसी,eɲd͡ʒesiː,5,enʒesi,X,False
एंटरप्रेन्योर्स,enʈrəprenjorsə,5,entraprenjorsa,X,False
एंटोनसेन,enʈonsen,5,entonsen,NOUN,False
एंडोक्राइन,enɖokraːin,5,endokrain,X,False
एंडोमेंट,enɖomenʈə,5,endomenta,X,False
एंड्योरेंस,enɖjorensə,5,endjorensa,X,False
एंड्रोजन,enɖrod͡ʒən,5,endroʒan,PART,False
एंथोलॉजी,entʰolɔd͡ʒiː,5,entoloʒi,X,False
एंथ्रेक्स,entʰreksə,5,entreksa,X,False
एंप्लाई,emplaːiː,5,emplai,X,False
एंप्लाईज,emplaːiːd͡ʒ,5,emplaiʒ,X,False
एंफिबियस,empʰibijəs,5,empibijas,X,False
एंबेडेड,embeɖeɖ,5,embeded,NOUN,False
एंबैसडर,embæːsɖər,5,embaesdar,X,False
एआईआईबी,eaːiːaːiːbiː,5,eaiaibi,X,False
एआईटीसी,eaːiːʈiːsiː,5,eaitisi,X,False
एआईयू,eaːiːjuː,5,eaiju,X,False
एआरओ,eaːrəo,5,earao,X,False
एईएन,eiːen,5,eien,X,False
एओ,eo,5,eo,X,False
एकटक,ekʈək,5,ektak,X,True
एकतरफ,ektərəpʰ,5,ektarap,X,False
एकसमान,eksəmaːn,5,eksaman,X,True
एकांतवास,ekaːntvaːs,5,ekantvas,NOUN,True
एक्का,ekkaː,5,ekka,X,True
एक्जिमा,ekd͡ʒimaː,5,ekʒima,X,False
एक्टव,ekʈəv,5,ektav,X,False
एक्टिविस्टों,ekʈivisʈon,5,ektiviston,NOUN,False
एक्टिवेटेड,ekʈiveʈeɖ,5,ektiveted,NOUN,False
एक्टोपिक,ekʈopik,5,ektopik,NOUN,False
एक्सपल्स,eksəplsə,5,eksaplsa,NOUN,False
एक्सपेक्टेंसी,eksəpekʈensiː,5,eksapektensi,X,False
एक्सपैंशन,eksəpæːnʃən,5,eksapaenʃan,X,False
एक्सप्रेशन्स,eksəpreʃnsə,5,eksapreʃnsa,NOUN,False
एक्साइज़,eksaːiz,5,eksais,X,False
एक्सीडेंट्स,eksiːɖenʈsə,5,eksidentsa,X,False
एक्सीलरेटर,eksiːlreʈər,5,eksilretar,NOUN,False
एचओडी,et͡ʃəoɖiː,5,et͡ʃaodi,X,False
एचबीएसई,et͡ʃbiːesəi,5,et͡ʃbiesai,X,False
एचबीओ,et͡ʃbiːo,5,et͡ʃbio,X,False
एजंसियों,ed͡ʒənsijon,5,eʒansijon,NOUN,False
एजिप्टी,ed͡ʒipʈiː,5,eʒipti,X,False
एजियन,ed͡ʒijən,5,eʒijan,PROPN,False
एजीआर,ed͡ʒiːaːr,5,eʒiar,X,False
एटनबरो,eʈnəbro,5,etnabro,X,False
एट्रियल,eʈrijəl,5,etrijal,NOUN,False
एडवाइजर्स,eɖvaːid͡ʒrsə,5,edvaiʒrsa,NOUN,False
एडीडास,eɖiːɖaːs,5,edidas,X,False
एडीबी,eɖiːbiː,5,edibi,X,False
एडुटेक,eɖuʈek,5,edutek,X,False
एड्रिएन,eɖrien,5,edrien,X,False
एथनॉल,etʰnɔl,5,etnol,X,False
एनआईसीयू,enəaiːsiːjuː,5,enaaisiju,X,False
एनआरओ,enəarəo,5,enaarao,X,False
एनएचआईडीसीएल,enəet͡ʃəaiːɖiːsiːel,5,enaet͡ʃaaidisiel,X,False
एनएबी,enəebiː,5,enaebi,X,False
एनएमए,enəeməe,5,enaemae,X,False
एनडी,enɖiː,5,endi,X,False
एनपीटी,enpiːʈiː,5,enpiti,X,False
एनरोल,enrol,5,enrol,X,False
एनवायरनमेंट,envaːjrənmenʈə,5,envajranmenta,NOUN,False
एनवायर्नमेंटल,envaːjrnəmenʈəl,5,envajrnamental,X,False
एनवीएस,enviːes,5,envies,X,False
एनसीएस,ensiːes,5,ensies,X,False
एनहेंस,enɦensə,5,enhensa,NOUN,False
एनाउंसमेंट,enaːunsmenʈə,5,enaunsmenta,NOUN,False
एनिमेटर,enimeʈər,5,enimetar,NOUN,False
एन्थम,entʰəm,5,entam,X,False
एपोक्राइन,epokraːin,5,epokrain,X,False
एप्प,eppə,5,eppa,X,False
एप्रिशिएट,epriʃieʈ,5,epriʃiet,X,False
एप्लायंसेज,eplaːjənsed͡ʒ,5,eplajanseʒ,X,False
एफआर,epʰəar,5,epaar,X,False
एफएसआई,epʰəesəaiː,5,epaesaai,X,False
एफसीडीओ,epʰsiːɖiːo,5,epsidio,X,False
एफी,epʰiː,5,epi,X,False
एब,eb,5,eb,X,False
एबसेंट,ebsenʈə,5,ebsenta,X,False
एब्सेंट,ebsenʈə,5,ebsenta,X,False
एमआरओ,eməarəo,5,emaarao,X,False
एमएन,eməen,5,emaen,X,False
एमएमबीटीयू,eməembiːʈiːjuː,5,emaembitiju,X,False
एमएलबी,eməelbiː,5,emaelbi,X,False
एमएसीडी,eməesiːɖiː,5,emaesidi,X,False
एमकेयू,emkejuː,5,emkeju,X,False
एमजीआर,emd͡ʒiːaːr,5,emʒiar,X,False
एमयू,emjuː,5,emju,PROPN,False
एमयूआई,emjuːaːiː,5,emjuai,X,False
एमरल्ड,emrəlɖə,5,emralda,X,False
एमसीएक्स,emsiːeksə,5,emsieksa,X,False
एमसीएच,emsiːet͡ʃ,5,emsiet͡ʃ,X,False
एमिशन,emiʃən,5,emiʃan,NOUN,False
एमो,emo,5,emo,X,False
एम्पलॉई,empəlɔiː,5,empaloi,X,False
एम्पावरमेंट,empaːvrəmenʈə,5,empavramenta,NOUN,False
एम्प्यूटेशन,empjuːʈeʃən,5,empjuteʃan,NOUN,False
एयरप्लेन,ejrəplen,5,ejraplen,X,False
एरेस्टोविच,eresʈovit͡ʃ,5,erestovit͡ʃ,X,False
एरो,ero,5,ero,X,True
एर्टिगा,erʈiɡaː,5,ertiga,X,False
एलएम,eləem,5,elaem,PROPN,False
एलएलपी,eləelpiː,5,elaelpi,X,False
एलएसडी,eləesɖiː,5,elaesdi,X,False
एलबीडबल्यू,elbiːɖbəljuː,5,elbidbalju,X,False
एलसी,elsiː,5,elsi,PROPN,False
एलिमनी,elimniː,5,elimni,PROPN,False
एलियारा,elijaːraː,5,elijara,PROPN,False
एलिवेटेड़,eliveʈeɽ,5,eliveted,X,False
एले,ele,5,ele,X,False
एलेक्जेंड्रा,elekd͡ʒenɖraː,5,elekʒendra,X,False
एलेस्टेयर,elesʈejər,5,elestejar,NOUN,False
एलोपैथिक,elopæːtʰik,5,elopaetik,ADP,False
एल्टन,elʈən,5,eltan,PROPN,False
एल्बीडब्ल्यू,elbiːɖbljuː,5,elbidblju,X,False
एशली,eʃliː,5,eʃli,PROPN,False
एसआरए,esəarəe,5,esaarae,X,False
एसआरके,esəarke,5,esaarke,X,False
एसए,esəe,5,esae,X,False
एसएफडीआर,esəepʰɖiːaːr,5,esaepdiar,X,False
एसएसआई,esəesəaiː,5,esaesaai,X,False
एसऐंडपी,esəænɖəpiː,5,esaaendapi,X,False
एसजेएम,esd͡ʒeem,5,esʒeem,X,False
